machine_id,Coolant_level,Electrical_supply_voltage,Electrical_supply_current,Compressed_air_flow_rate,Compressed_air_pressure,Compressed_air_temperature,Through_spindle_coolant_pressure,Through_spindle_coolant_flow,Flood_coolant_flow,Coolant_temperature,Coolant_Acidity,Spindle_speed,Servo_motor_vibration,Servo_motor_torque,Coolant_dilution,Ballscrew_strain,Process_sound_monitoring,Spindle_vibration,Target_1
c522ea81-df9d-45bb-be99-1791bf799d42,252,264.2,141.7,75.5,33.3,96.2,38.2,46.9,645.2,64.4,0.6,37782.3,28.7,174.2,99.2,51.8,11.6,4.3,2
4139eef2-d37f-4248-8194-a7fe283edae7,184,234.4,3,31.5,40.5,8.3,80.4,8.2,291.9,42.7,1.7,22911.1,3.9,102.2,99.3,52.6,45.3,24.9,1
d9ca1b30-d2bf-44c6-9922-0cb14d7eb2e9,252,178.9,110.3,51.6,33.1,59.6,187.8,21.4,507.5,48.3,9.3,17288.7,40.3,169.5,77.1,88,109,2.1,2
11940ebc-a98c-4727-8b85-40760ac83889,4,294.9,43.3,6.3,22.1,77,1475.8,170.7,105.5,11.7,3.5,38500.7,4.6,94.7,125.9,72.4,16.3,16.2,1
7770af00-7a16-4e2f-ba2b-13202dbfb125,252,148.3,137.9,131,40.7,10.8,902.5,265.1,593.1,84.8,9.4,15966.4,34,152.1,12.6,84.9,53.5,29.7,2
6b4032a1-afca-479f-8c8f-cfd190137002,126,303.6,27.8,38.3,11,33.7,488.1,124.2,518,96.9,8.5,44006.3,28.7,158,47.9,11.7,16.7,42.4,1
593b3a07-a8b9-4816-9b0f-c999836cf128,46,347.1,136.1,141.9,33.8,23.7,172.9,680.6,16.9,86.9,3.9,18401.3,2.3,166.2,118.7,63.5,149.3,49.5,2
6eee3a30-5fe7-4870-bb38-31c4589775c3,60,185.9,32.7,88.7,6.1,69.6,494.7,429.6,396.9,71.4,7.6,14028.7,31.3,164,58.4,8.8,170.7,15.6,1
c0231b6b-7782-4279-8cab-bd8931cc7dac,43,168.7,115.9,62.3,30.9,90.3,544,471.8,123,68.9,0.6,1062.5,33.9,103,119.9,98.5,9.7,39.7,2
4c5e8965-773a-448b-92e6-3d35ff35699c,111,143.5,33.8,128.3,6.8,44,1420.2,221.4,408.5,55,8.3,32319.5,9.1,109.7,186.4,95.6,30.7,30.5,1
50c194c3-482e-4966-b6d1-9082af670d2c,170,326.7,143.1,39.7,47.4,83.8,321.9,558.9,453.2,86.6,10.5,19197.5,26,175.8,44.6,77,131.2,3.9,1
37d18525-44a2-4bf9-b507-baa7c3ade12d,51,229.5,20.4,112.4,6.5,60.5,594.8,205.8,424.2,35.6,12.1,19897.4,35.4,100.5,5.4,73.1,13.2,49.4,1
92661b89-4869-4fb1-9a88-6e59f546a569,220,323.8,111.4,144.8,4.1,91.2,621.2,634,637.6,77.1,12.5,231.5,26.6,128.7,74.9,85.5,29.7,28.6,2
4f5bf32b-8457-4349-bc39-ae370c90f791,209,140.4,10.2,134.6,37.9,29.3,1005.3,673.5,605.2,81.2,3.7,8488.4,22,86.7,189.5,9.9,149.2,24.4,2
a7a52bdc-7758-4f51-80a8-baf196a89988,85,166.2,101.7,92.5,5.7,70,229.1,404.9,40,20.5,11.7,27683.5,5.8,72,64.8,49.2,32.7,28.4,1
814f56f8-4c15-4c19-a095-2a15e3760397,16,239.5,140.8,134.5,13,82.6,1371.2,671.5,227.6,11.2,1,27105.5,5,118.5,121.7,80.8,110,11.7,2
3a2d989b-9cbd-4cfc-8532-53730bda1474,173,242.7,120.3,36.2,8.8,10.9,127,697,238.9,7,4.1,14605.8,40,101.9,57.5,9.5,11.6,15.5,1
88ff5b24-3e94-4a67-922b-1adfd44457de,274,348.1,103.6,136.4,16.5,1.7,1470.2,430,468,72.6,8.1,18804.6,8.7,37.1,103.2,16.9,141.6,3.6,2
42d50203-092a-4445-acf9-779c311f6075,95,240.1,76.1,147,31.6,92.8,732.1,224.3,432.1,6.7,13.1,4066.8,23.2,43.6,91.1,3.2,16.1,2,1
6193bc94-d7c3-463c-b1a2-f3874ed64ee7,50,315.8,143.6,11.1,7,65.2,1332.6,563.4,95.2,7.6,5.9,26890.3,37.8,11.3,43,13.6,85.5,39.1,1
09383b87-dc62-4410-baa2-253db6630e27,48,328.8,100,139.4,38.3,33.2,512.6,424.4,673.6,99.9,0,24346,6,153.7,106.1,33.3,159.1,40.8,2
b8d31545-95fe-408f-8d66-184c1bade371,280,135.1,156.5,129.5,35.3,59.9,868.7,438.8,629.4,83.6,2,18943.3,1.8,108.1,4.8,48.1,115.8,41,2
c96509ff-c651-4cb7-8ca7-15a1133ba7d0,168,167.5,50.1,104.3,6.3,49,777.5,321.4,485.8,82.3,6.5,21637,8.3,129.1,69.2,41.4,29.9,45.2,1
c8854e76-26db-4478-954d-486f0a372611,213,282.9,95.6,63.1,28.2,31.7,1362.3,445.8,597,57.9,10.6,7439.5,37.5,175.4,2.9,24.8,113,14.9,2
21cf6b59-b7b2-408f-8753-0a6a7ac1efdd,251,107.9,111.9,105.1,41.4,51,1335.6,407.8,515.2,97.2,9.6,7338.7,1.6,29.5,139.6,98,152.9,3.8,2
a96e43fe-28df-4820-af69-8a58ec5d8e47,246,215.6,2.2,102.8,29.2,96.5,854.6,582.1,103.4,51.1,12.5,41510.1,34.2,171.5,24.3,65.4,140.3,23.5,2
548abef8-afea-44d5-9500-4415a0676d3d,19,181,152.7,78,19,33.7,1376.3,145.9,74.1,86.2,10.9,1976.8,6.3,19.2,125.1,25.7,129.6,30.7,2
1a1c340a-a5ab-442f-b633-917cdef5b055,277,269.4,20,11.9,18.4,58.2,1344.6,471.1,185.6,37.9,13.7,33978.6,37.1,123.4,191,20.5,44.1,11.2,1
fa74a85b-84f8-4bfe-9d0e-20589d144802,251,136.9,2.6,52.9,2.1,69.4,9.9,123.8,346.1,25.4,8.9,20989.2,19.3,73.9,15.7,65.6,160.1,8.4,1
160bc49d-0cc5-4b58-89c6-4a22951f82e0,73,229.4,154.9,53.4,35.2,47.9,778.5,58.5,190.5,36.3,6.8,36417.7,36.1,73.5,39.8,29.9,31,26.6,1
206f5224-3139-40c0-b565-dbe1e719e9db,192,292.1,22.4,92.2,29.3,99.1,665.7,51.5,215.1,31.2,4,9380.6,47.3,163.3,18.5,18.4,98.7,4.3,1
2c8c730e-93b1-42cb-96cb-2d7cb926815c,253,180.5,50.5,97.5,34.9,42.1,603,34.6,472.4,38.5,0.8,34068.6,8,111.5,71.5,11.7,30.7,37.1,1
4504770a-fad5-45e9-8d37-3b4488104bd0,130,143.7,35.5,84,31,46.7,880.1,46.4,72.3,79.3,6.9,5127.3,33.4,74.2,32.7,54.6,15.2,16.7,1
a7d4d215-0d18-4349-8295-673e1ab6977f,126,233.8,39.4,142.1,25.3,53,308.9,252.1,23.8,66.3,13,33977.8,13.6,130,185.5,44.3,59.1,42.9,1
b7a92a1b-3c39-4ec9-a4d5-76a21a36de19,185,303.5,17.6,110.1,37.4,34.3,1500,543.2,136.4,30.8,6.6,31165,11,48,39.2,54.8,43.3,32.4,1
5b83530b-d0cf-456e-8e0e-3eff659488ee,281,116.2,92.4,118.7,7.8,14,921.4,66.5,257.2,5.3,6.4,44243.8,4.1,101.8,33.4,49.6,67.2,24.7,1
5d0abec6-5a68-4f3f-923f-d2f94003f268,177,224.4,115.3,117.3,41.1,80.8,1354.2,435.3,32.5,27.5,2.6,43883.1,21.6,160.5,156.5,1.6,149,49,2
085f865f-2cc6-40a9-8fd0-7b2995102f2e,270,238,9.5,149,39.5,76.3,738.2,531.1,82.1,12,2.9,26252.6,45.8,13.6,63.1,84.2,53.6,21.4,1
68eee9b7-0bc8-4dcc-9db0-eca001b3867d,257,108.8,14.2,106.8,0.9,17.4,414.6,127.7,71.5,71.2,4.9,24972.8,12.8,104,65.8,15,164.4,48.7,1
adb409ef-90ce-4cca-a4ae-69a05a006c97,43,182.8,140.4,107,29.4,70.1,922.2,372.1,563.5,60.3,12.1,25495.5,35.9,47.6,120.9,61.2,154.5,14.8,2
b86651af-8e0f-4b9b-ab77-f6510024d779,142,208.5,83.3,12.5,22.3,3,454.6,473.2,299.3,58.1,3.4,2056.4,7.1,96.5,83.1,45.5,95.7,6.7,1
adcc03c1-f617-49fe-8c73-2128e56e3572,236,241.3,13.3,39.6,35.2,70.7,369.5,135.8,496.3,48.5,7.6,6041.1,31.8,155.1,146.2,83.6,99.6,28.3,1
380af7b8-5cbe-4c38-a772-093d4a270c2c,136,195.4,57.2,28.5,24,75,402.6,605.3,168.8,93.7,3.5,28354.1,19.4,43.5,96.6,38.5,54,7.8,1
8ad76990-37ac-487a-85b3-015cc6a04ec1,170,110.9,110.1,85,28.4,12.3,1377.6,609.9,621.1,78.5,1.1,39160.3,20.5,118.3,104.9,45,141.6,45.6,2
cd08f1f3-67ac-47f2-a345-2b2acf09d716,30,241.7,52.3,31.9,31.7,52.6,935.4,548.2,140.5,11,13.9,8042.1,4.5,116.8,51.7,29.5,147,44.9,1
73055aba-ade4-42a3-9f61-322d3101af7a,242,261.7,93.9,24,31.5,86.5,1010.3,235.2,537.3,79.7,5.3,16234.5,4.3,153,107.7,9.4,28.1,1.2,2
4f209f3e-ceb2-4e06-9f01-146800757cef,23,342.8,39.5,128.3,43.9,53.2,614.5,679.1,275.4,32.2,9.1,43269.8,48.9,139.8,143.1,7.6,121.8,26.2,2
35442f10-1ec9-4e25-b1e8-d692240d3cf4,116,241.7,23.1,25.5,39.9,23.6,1031.6,403.1,522.7,65.1,9.5,41888.3,23.6,59.7,166.7,47.3,174.8,34.4,2
b2896fb7-be8e-4595-b67c-88b8cebb0560,239,249.6,89.9,132.8,46.8,65.4,1156.4,209.5,343.1,87.6,10.6,40980.8,16.2,118.2,198.7,52.3,160.7,44.4,2
2f07362b-2e09-4ea4-9dc0-8fb316d5b549,177,284.9,14.4,45.3,41.2,24.3,1480.1,9.4,375.8,39.1,0.9,12527.1,10.4,73.2,105.9,92.9,71,24.3,1
d78209c9-dbb4-48fa-b6f5-b17b87decc0d,225,211.4,115.3,78.1,45.1,75.5,614.4,188.1,376.8,49.5,12.4,9532.4,6.3,27.1,39.3,25.1,157.6,11.3,1
af4803ff-56e9-42ae-a38f-3d7a0185be19,54,311.2,49.5,34.3,38.3,28.9,138.6,638.5,595.5,19.8,6,10814.2,12.7,7.6,155.9,90.8,91.7,2.3,1
ad4cc37e-429f-4ea7-a6fd-0df2591b56d0,74,151.5,63.8,58.2,9.9,61.5,973.7,140.6,457.1,78.2,11.8,36544.6,7.6,115.2,68.1,21.4,75,7.4,1
19ec07b2-a4e7-44dc-942a-fa7a4525f8cd,90,152.8,70.2,92,11.8,72.6,359.5,556.6,182,71.9,2.4,20007.7,32.5,7.2,140.1,94.5,154.9,2.3,2
c8816649-9f3d-4ebb-b726-f8ae34430d94,280,154.8,127.8,24.3,21.4,51.1,1490.8,114.6,561,26.3,1,15404.1,34.7,177.7,119.3,1.7,16.7,22,2
5cf20556-e516-4383-8278-92bab266b9f1,63,172.8,150.7,1.3,36.4,26.9,848.3,547.3,683.4,36.4,11.8,38387.8,1.5,48.2,129,84.9,142.8,25.8,2
78b175ab-a047-48a3-8533-9f68e2361f43,184,278.4,55.1,17.2,47.2,88.5,865.6,217.2,99.7,44.5,12.3,32341.8,20.9,72.3,27.7,81.6,94,18.5,1
12b9853d-6258-42f2-af4d-4967be58822b,81,204.7,22.5,60.7,13.7,62.8,712,645.3,304.4,58.7,11.8,4380.8,3.6,193.6,19,54.7,68.1,20.4,1
8fae4779-9ad4-47ad-86dc-a6877008c12b,173,236.6,86,124.7,15.9,46.8,423.6,333.8,318.6,44.3,13.8,39730.3,40.9,180.4,87.3,10.7,71.1,34.3,1
94eb4f7c-98d9-4246-bf02-071296a96e5a,121,223.5,133.8,56.9,34.7,49.4,563.7,508.8,546.6,76.8,13.1,25696,41.6,181.7,67.5,8.6,115.6,33.6,2
8b5d47be-ea96-40fc-8be4-a07d09064529,202,222.8,47.3,83.4,0.7,79.8,999.6,525.4,464.3,95.2,13.3,17164.1,11.9,186.4,55.9,78.7,178.3,22.9,1
b7561e50-321b-4539-a960-9c2ebf9d40b6,160,224.1,83.3,89.2,26,96,747.5,471,49.9,49.8,9,33276.4,44.3,113.6,76.7,35.9,121,48.7,1
72c817ea-2504-4c07-8a57-8dd98aab9141,211,197.8,108.7,4.5,20.2,56.7,237.9,90.2,109,82.7,10.4,40726.8,26.1,25.2,124.6,31.7,94.8,23.6,2
b53937dc-3002-432d-9ef1-1ca30dac1779,72,169.7,93.5,104.6,16,7.8,1091.5,116.6,16.1,57.5,8.9,26069.1,9,150.2,76.7,41.2,152.2,29.3,1
5c7a8a7e-ad5d-4462-9093-8283f1f89a7b,289,313.6,51.6,14.7,19,98,895.5,580.3,639.9,92.1,12.8,11457.3,9.5,146.5,44.7,81.8,80.6,36.9,2
8b097bd9-7a5c-45d2-ab2e-f382ea642ec5,180,252,111.8,9.3,2.4,75.9,580.7,456.6,41.8,34.8,6.3,41813.5,23.6,193,162.1,9.7,34.1,6.3,1
aed5335a-9df1-4aa0-bdc2-23db30d82372,75,262.8,49,54.5,35,41.4,838.2,536.1,126.8,46.7,5.4,10791.5,40.9,95.9,154.4,42.7,45.6,27.9,1
464165c3-32a9-456b-9996-b9fd12732e0f,20,284.7,90.4,116,37.2,25.1,193,259.7,98.2,65,6.9,26537,38.4,23.1,122.1,1.6,176.9,44.8,2
7b72bf09-06ee-46bd-b31d-53117d7278d1,75,308,50.1,109.6,14.2,64.1,913.4,89,455.6,91.9,11.6,7678.5,30.2,62,48,12.1,150.1,9,1
fee410d8-f0b2-4f53-991c-8cda24a279c9,164,268.5,43.2,116.5,3.4,73.7,918.7,5,157.2,48.7,5.8,35822.8,7.7,157,165.5,67.1,114.8,29.4,1
f1cb5d70-aa3e-4e00-86c2-16cb6208b447,217,325,70.9,57.3,45.5,19.6,1112.8,484.3,601.4,34.3,4.6,30674.9,37.7,180,76.5,97.8,109.6,9.9,2
0c66597b-8f46-47e7-b945-a4b4af83830f,147,147.7,23.3,117.6,40.3,46.1,1080.1,582.8,591.1,89.4,0.1,26221.9,31.4,83.2,145.7,38.1,21.8,41.2,2
4f1f29bb-9dfa-4bb7-823a-23828a26ba08,171,300.5,126.4,131.8,18.2,29.2,1100.8,556.4,430.7,63.8,2.8,12778.4,29.4,73.8,114.7,8.7,84.1,36.6,2
8ba6f087-b45e-4bf3-8dec-83429fce8b21,38,295.4,18.4,63.4,6.5,97.9,1364.5,418.7,172.7,10.3,10,23988.7,29.4,88.2,110.9,57.8,87.1,44,2
79a4cd82-4f1f-4c93-8318-de3a7d005c4a,297,290.5,64.2,131.4,45.7,6.3,1127,99.5,427.6,9.1,12.9,369.9,46.1,157.8,103,21.5,86.1,48.2,2
e453f59c-da5b-413d-87a0-767fe42b3e9f,50,197.4,84.4,144.5,38.7,69.3,378.1,330.8,193.3,54.1,10.3,26354,22.5,180.3,79.3,12.3,57.9,9.2,1
465c81ba-eaaf-491b-8f37-f590bf923b61,121,246.4,44.9,29.5,17.7,29.9,1314.3,393.3,133.8,60.4,12.3,33937.5,35.4,99.3,36.1,8.3,15.1,49.2,1
c1aa3676-18a8-4a22-a2ee-bae07b3c3b6e,220,141.4,50.2,67.9,50,90.4,1145.3,150.3,328,73.2,12.7,22982.6,30.8,182.9,189.8,13.4,152.6,27.9,2
d0b91187-4377-46be-9f51-31c213a06af5,100,117.7,45.6,113.6,32.5,60.2,101.3,586.1,467.6,48.5,7.4,760.3,34.7,176.6,95.8,28.9,99.8,46,1
d16f11c4-c4da-4070-8075-ca78fb036bc2,59,212.8,41.4,63.1,30.4,62.8,902.7,215.1,17.9,13.3,12.9,24357.1,19.5,105.2,99.9,96.4,178.7,28.6,1
bf9a8abb-90fa-4c69-96bd-cb5ccd07f05d,283,231.2,137.1,144.5,13,95.5,28,631.6,495,5.2,0.5,40657.6,19.5,75,13,35.3,170.2,30.9,2
d08ba557-f730-4c76-afb8-5fad50c59881,112,329,139.7,99.1,26.6,82.7,1391.7,72,638.4,69.3,0.5,9318,28.1,197.7,158.8,47.1,102.5,29,2
05fe7c0e-0670-4fc1-8810-895ab10eefa2,259,123.2,157.8,43.8,4.4,20.6,1111.3,236.5,431.8,27.6,3.1,44024.2,28,6.2,150.6,33.2,96.9,29.5,2
4b44367b-bfa5-4218-87ab-a57b8fe0e8a6,191,201.6,18.8,21.6,19.5,25.3,1403.8,313.8,371.2,58.8,6.7,5789.3,7.4,171.3,96.9,2.3,159,23.2,1
03a4627e-5f66-499c-8b26-1a5c317d398e,22,274.5,10.7,144.1,48.1,63,827.4,190.4,599.5,57.5,8.7,24426.9,25.1,29.5,17.4,30.3,7.7,31.8,1
0bf705bf-9750-4302-ac81-3e2880bbbefe,131,104.2,31.7,32.7,5.7,33.2,902.4,93.1,189.3,7.9,9.4,11905.5,35.4,150.8,147.2,80,71.7,22.2,1
97444bdd-77b4-456c-9011-27c1dd888943,62,212.7,130,6.1,42.6,58.8,618.8,176.9,393.9,30.9,13.9,15937.7,28.6,96.8,100.6,36.4,113.3,14.9,1
c091a012-267e-4c5e-a248-072385adb018,243,182,146,17.9,33.5,9.9,575.7,560.8,608.1,73.5,2.2,10321.1,39.1,132.4,98.7,98.7,111.7,34.2,2
c6c0cb15-01b0-4388-bab8-24ee014993bf,252,293.1,60.5,144.4,13.5,24.1,1052,442.5,247.5,94,7.1,25921.4,21.8,98.8,8.9,79.1,146,44.1,2
9ee35832-8ea4-4e9c-8ad6-dc34c8cef781,61,329.4,138.1,52.9,35.3,51.3,1451.5,425.1,525,99.7,7,20421,27.9,96.3,181.5,71.4,28.5,6.7,2
c629ad53-9e01-4fcd-b415-88747b88c937,223,272.2,132.6,63.7,12.8,38.5,1319.1,652.2,629.1,36.4,4.3,15270.2,4.2,73.5,111.1,37.8,140.2,24.3,2
90d30038-d3e3-410a-825d-4438188bd137,132,266,129.5,24.6,5.8,27,596.4,588,62.3,59.4,4.7,29795.3,6.2,171,49,21.5,46,7.6,1
8810f38f-da89-4141-9070-fa7626084ac6,160,347.4,30,24.2,44.6,42.9,1085.3,342.9,637.7,93.6,1.3,31120.6,25.8,99.6,68.6,10,45.2,13.6,1
6326342c-a628-45fa-bf28-5112726ce614,207,140.2,126.3,114.6,27.1,33.7,1492.7,30.6,680.3,12.4,12.5,5744.5,47.8,18,110.7,90.8,163.6,10.1,2
8de7cba8-099b-4ec2-bcd3-bbb0193caeb0,75,240.2,63,54.2,2,42.3,1315.7,527.7,31.7,50,9.2,42909.3,39.4,84.7,158.1,1.2,169.4,35.2,2
08865ce0-cdd3-4d83-b7d0-11e6a98a232f,262,140.4,123,81.3,22.1,85.5,405.6,630.3,611.4,56.4,5.7,12268.2,31.2,5.9,159.2,18.2,149,40.3,2
94cfb3d0-8f50-4b36-b1f1-ec169b33ca8f,220,337.4,107.4,91.8,48.8,41.7,1424.2,283.9,516.2,49.1,5.6,6858,27.6,194.8,134.6,31.4,51.2,9,1
43e5a50f-43f5-4068-9a05-27f2c50931b2,251,199.1,33,139.3,11.1,94.9,480.1,505.4,491.6,97.1,1.7,41060.4,49.7,40.4,157.6,55.9,76.2,17.3,2
0d756b69-fedd-4309-be8a-346580cf6e66,13,340,137.2,142.2,9.5,26.4,1467.8,567,345.1,38.4,11.5,30617.4,16.3,175.5,176,29.7,158.2,9.8,2
14635bef-0a8f-41ee-a9fb-b532f181a415,191,310.7,54.9,67.5,41.4,15.2,723.2,508.3,219.2,5,7.8,12353.2,1.4,199.2,190.7,32.3,18.7,32.6,1
b535cdd2-6a91-4c41-a2c6-1c237e0117a7,123,207.5,158,81.1,33.6,59.7,402,340.4,19.3,74.1,11.3,21940.4,1.8,56.8,82.8,17.8,165.5,7.3,1
d7010e7d-cf85-4196-9876-6e4941ac206a,13,119.8,138.2,111.6,45.1,14.4,205,485.5,56.1,96.7,6.9,20696.3,3.4,167.9,8.5,29.3,24.9,42.9,1
bf046d85-ca20-41d3-9a48-00e2655d1fd2,100,222.7,91.1,55.9,43.4,51.1,1005.1,438.3,480.2,33.1,2,39655.1,6,116.2,93.7,42.1,10.6,12.9,1
849dcb46-ff3e-4664-b54c-38b51dc387e0,150,304.5,15.7,107.5,0.5,15,1103.7,40.3,317.4,41.9,10.3,22894.7,43.9,79.7,19.3,10.3,19.3,45.4,1
c303212d-5a80-444c-95ce-bb4177635a77,18,321.8,5.9,59.6,24.1,11.4,924.8,222.3,559.9,97.7,13.6,9124.9,45.2,146.9,179.7,81.4,36.9,1,1
03b23e5e-14ea-480d-8632-173bcc7a793e,123,294.4,101.1,83.2,12.1,40.4,1486.5,264.4,668.1,37.3,1.8,2833.7,23.6,99.9,4.1,84.2,122.8,39.6,1
59af629f-3f8c-449e-aed2-3593b990c9c5,36,109.7,128.6,142.3,39.6,13.4,851.9,310,497.3,37.4,3.5,42630,28.8,46.8,178.5,53,125.7,13.8,2
35c02948-953e-45da-be83-46792af602cc,29,264.5,68.8,15.4,43.5,81.5,1280.9,640.6,569.5,36.6,10.7,25255.1,30.6,196.9,74.6,93,131.6,30.2,2
7e964faf-c538-4276-a6a4-052e7e4be385,48,134.7,9.5,54.1,35.4,95.1,1233.9,203.9,53.3,9.3,12.7,44077.3,39.7,169.1,134.1,4.2,126.6,22.2,2
6878615c-d4b9-441d-8aeb-8f495a2766f1,275,122.2,119.2,148,34.6,63.6,38.2,469.3,447.1,73.8,13.4,7499.7,18.1,178,193.6,38.2,98.8,26.9,2
a3842a39-ec7c-44f4-aed0-9d91d835a999,132,230,20.7,13.9,2,69.9,649.2,337.9,172.4,36.4,5.5,3514.5,14,86.8,92.6,12.4,55.8,8.8,0
c28b3c4b-edba-4d46-ac5e-4b39afa3b9ab,163,200.6,17.8,15.4,5.8,43.7,52.5,211.5,366.9,58.5,5.7,38274.4,13.4,31.5,74,16.6,21.3,9.5,0
0349026f-a35c-4cf8-afe3-306e0a038ff9,148,248.4,23.4,15.8,1.1,51.9,499.5,404.8,489.5,13.4,8.5,3910.7,12.8,10.9,59.6,24.7,4.6,4.3,0
6d3e95ea-e18c-4914-b656-0539d56d4e97,114,207.2,58.1,12.6,3.4,29,978.6,327.1,2.3,12.1,5.4,6203.8,8,71.2,95.4,11.8,45.4,12.4,0
3f7fa182-af85-40c8-8768-3e40ccea7c49,65,227.7,6.5,46.4,9.9,14.1,827.9,296.3,178.5,19.9,7.6,39192.7,2.9,29.1,45.4,13.1,39.1,1.9,0
0939d5e6-f631-499f-ada4-7acde48785d9,151,212.3,42.5,35.6,2.2,12.9,904.9,262.9,478.6,48.3,7.8,15189.1,12,3.9,61.9,14.8,17.5,2.1,0
8d72fb76-bd4f-4cbf-80b9-20d2df3527d7,155,214.3,52.9,19.1,5.4,49,267.3,183,220.5,57.9,5.3,36112,3.2,93.8,67.4,22.7,23.4,8.5,0
223c01b7-425d-42aa-8ea8-021819dd8d54,117,224.9,59.9,7.1,4.9,27.9,126.1,427.7,455.2,34.4,6.8,35015.3,8.4,4.4,39.2,10.6,61.2,2.8,0
caa8d518-fd2d-4cd9-a29c-1afc7ef47149,164,215.1,52.8,6.2,9.6,79.5,118.5,471.3,259.1,38.1,6.3,21849,6.8,19.5,15.6,14.7,32.1,10.8,0
a9843ca3-9ad9-4393-84bf-00c1b3821c17,117,235.1,46.7,37.3,8.5,11.1,267.6,438.7,495.1,53.3,8.3,36204,13.9,74.6,65,21.2,72,3.3,0
876f9472-7e08-4cae-860b-84b7e51494b8,75,231.9,24.8,30.4,8.7,47,96.3,30,230.9,9.3,7.2,7673,14.7,14.8,47.4,17.5,16.7,2.5,0
bc97c349-b6ed-43f4-8eb7-ceb849688248,71,216.4,31.4,10.6,6.2,31.6,111.6,417.1,385.4,54.2,6.9,15600.6,12.7,26.4,40.6,23.9,11.4,7.8,0
17f43890-a660-4e8e-8b8d-eb83943d2790,104,202.5,6.7,9.8,3.5,35.6,228.1,456.3,374.4,30.1,8.8,4333,2.1,15.5,45.8,19.4,47.9,7,0
f6ff0c2e-b9df-441f-bbe7-9043b2559d18,174,220.1,59,8.4,7.3,55.7,824.3,59.5,77.2,36.6,7.2,7354,5,33.5,78.8,10.3,47.8,12.7,0
b92464e2-f488-46cf-b5e2-b1a108bcbbf1,142,236.4,1,16.3,8.6,61.1,706.4,397.8,314.8,54.4,9,14189.2,13.2,48.3,99.9,17.1,43.1,1.5,0
5ecbaa61-7d49-49a0-9262-8ff741031709,77,241.9,11.3,33.6,3.3,69.1,971.6,453.6,268.5,25.4,6.5,6630.8,7.1,91.3,69.7,23.6,51.8,8.2,0
79d7d9ea-72c2-4ff9-8542-09a526e6c672,127,201,51.4,48.6,6.9,56.7,193,27.5,161.1,8.3,6.7,10060.8,7.3,28.5,95.7,23.5,39.5,14,0
612117e6-35cc-4d75-92e0-bd65f4179f10,124,213.5,26.6,11.8,5,45,995,362.2,39.8,42.9,7,16861.3,7.8,33.3,36.4,21.1,28.9,2.8,0
647006d9-b3bf-47e6-b39d-82e66763391a,143,216.2,31.3,26.3,1,32.2,795.2,96.8,183.4,31.4,6.6,32241.3,13.7,8.1,94.9,15.1,14.5,14.8,0
c2fd8a90-8227-4a06-9643-6526b607da18,123,217,7.8,15.5,4,18.1,36.6,147,413.1,17.1,6.4,31352.8,14.9,81.3,62.9,14.5,71.2,4.6,0
0681ebe6-1bb9-4093-9838-42328423c3ef,117,214.3,11.9,44.3,7.4,11.3,154.3,499.5,356,5.1,8.9,23180.6,13.8,1.6,9.3,16.8,58.8,3.7,0
251e996c-0d9c-4454-b5b4-59eeaa6dea14,180,238.7,23.9,5,8.5,47.6,717.8,172.8,367.9,32.5,5,21329.4,7.4,71.6,27.9,14.9,29.4,8.2,0
a5ea04fd-7cac-49b0-b285-e8f6ece8db34,155,222.8,13.5,19.3,5.5,33.6,187.8,298.8,393.5,17.8,7,34828.1,14.8,39.7,63.9,24.6,51.2,1.6,0
3db841d7-b161-4290-bd77-dd54c692a15f,74,229,25.1,17.1,9.5,8.8,295.7,315.7,299.8,29.2,7.8,8421.3,5,32,14.5,16.8,8.6,1.3,0
9a5d7b94-996e-4d04-9cfd-8b7404843c31,154,238,57.2,26.9,8.3,59.1,186.8,155.1,168.6,45.3,8.4,24369.8,7.9,85.1,3.9,14.3,69.6,11.9,0
e238a9fe-3dc0-4d69-a39a-27fe3359e01f,108,221.1,7.1,21.5,6.1,66.6,930.4,155.2,198.1,6.3,5.1,11272.3,5.3,52.6,63,21.1,15.4,6.3,0
1337a9d2-1d35-4140-a392-fe6c2f2cd590,160,244,41.5,30.1,3.6,76,48.5,123,116.8,43.5,5.9,19899.6,10.9,89,85.3,20.8,17.1,6,0
8205c2f1-5f7c-4a27-9289-7478defeeab3,134,216.6,57.5,38.2,6.7,32.9,191.6,90.4,15.4,37.1,7.3,21701.1,14.8,12,65.8,16.5,20.9,3.7,0
a53270be-66cd-40a7-8bdd-a385cafb5603,143,235.8,21.4,38.3,4.9,5.7,393,406.4,119.3,12.7,5.5,18094.2,4.1,30.8,11.1,19.7,37,12.1,0
53397b77-b4e7-4cb8-acbf-a9f335728c34,62,237.9,19.7,17,9.5,20,397.7,237,422.7,46.4,8.4,32330.3,3.2,84.8,27.7,20.6,50.1,5,0
53da3930-845b-4d50-8198-c0dadd664220,118,225.2,6.8,49.3,7.1,48.6,327,55.8,168.6,33.1,8.4,26733.9,6.1,28.2,79.6,24.9,7.2,14.3,0
b7fd2343-c3e4-4117-9fbf-fbeec51edb54,161,214.7,34.5,8.9,5.9,58.4,19.1,232.8,192,35.2,6,21967.4,11.5,37.6,20.9,10.1,47,11.3,0
